CustomerID,Recency,Monetry,Frequency
12461,3003,826.8800000000001,2
12462,2928,1189.5900000000001,2
12463,2963,1344.7799999999997,4
12464,2920,1212.0499999999997,8
12465,2926,742.1900000000002,2
12468,3097,729.54,2
12471,2911,19824.049999999945,30
12472,2942,6572.110000000003,7
12473,2939,3938.55,5
12474,2926,7375.789999999998,18
12475,2963,723.38,1
12476,2925,6816.420000000005,11
12477,2932,13219.73999999999,6
12478,2913,680.9900000000002,1
12479,2921,527.2,1
12480,2937,3281.6300000000015,4
12481,2932,5596.320000000002,10
12483,2926,2484.980000000001,8
12484,2942,4541.720000000001,6
12488,2919,1298.6599999999999,3
12489,3246,334.92999999999995,1
12490,2914,5417.9299999999985,10
12491,2948,460.4000000000001,1
12492,2972,263.21,2
12493,3075,433.74,2
12494,2925,1246.1000000000006,7
12497,2991,1043.1,1
12498,2931,403.7,3
12500,2932,4257.820000000001,11
12501,3246,2169.3899999999994,1
12502,3005,3723.87,5
12504,2927,482.04999999999995,2
12506,3142,73.50000000000003,1
12507,3043,1304.81,3
12508,2935,398.27000000000004,2
12509,3193,176.5,1
12510,3052,982.57,2
12512,2975,138.03000000000006,2
12513,3022,612.2900000000001,1
12514,3176,1017.6800000000002,1
12515,3262,383.7,1
12516,2987,1312.06,2
12517,2938,2502.8399999999983,5
12518,2910,2056.8899999999994,5
12519,2973,340.84,1
12520,2988,2634.26,5
12521,3052,599.6800000000001,1
12522,2948,192.72000000000003,2
12523,2929,1789.7700000000007,11
12524,2918,4485.719999999999,8
12526,2910,1316.6600000000005,3
12527,2991,348.71000000000004,3
12528,2918,1933.4800000000007,6
12530,2969,1662.2799999999993,4
12531,2924,125.22,1
12532,2940,349.83,1
12534,3040,1089.18,1
12535,3001,716.3500000000001,2
12536,2953,12601.830000000005,3
12538,2938,363.95,1
12539,2932,5568.349999999995,4
12540,2929,13400.23999999999,17
12541,2939,981.1800000000002,3
12544,2945,372.7,1
12545,2985,1000.3899999999999,2
12546,2956,1161.5,2
12547,3107,207.8,2
12548,3075,95.19999999999999,1
12550,2988,964.8299999999994,1
12551,3267,168.0,1
12552,2948,437.81999999999994,2
12553,2917,3692.280000000001,10
12556,2960,603.7099999999997,2
12557,2925,11990.96,5
12558,2917,269.96000000000004,1
12559,3220,561.7099999999999,2
12560,2915,2134.01,3
12561,3212,238.85,1
12562,2917,3781.7400000000025,7
12564,3170,456.9000000000001,1
12565,3198,145.92,1
12566,2995,351.65000000000003,1
12567,2932,9401.279999999993,10
12569,2911,4124.69,32
12571,2949,519.6099999999999,2
12572,2918,1020.4200000000003,2
12573,3136,160.54,1
12574,3225,218.45000000000002,1
12576,2945,1315.8299999999997,5
12577,2945,657.8000000000003,3
12578,2931,2794.5099999999993,2
12579,2987,440.41999999999996,1
12580,3156,415.7,1
12581,2949,197.70999999999998,1
12582,3148,511.3599999999999,2
12583,2912,7281.379999999993,15
12584,2913,2338.1499999999996,9
12585,3144,2040.099999999999,2
12586,2926,196.94,1
12587,2917,144.0,1
12588,2948,214.9,1
12589,2938,646.6800000000001,2
12590,3120,9864.260000000004,2
12591,3226,452.84999999999985,1
12592,3001,437.59999999999997,2
12593,3018,418.09999999999997,3
12594,2947,3338.2199999999984,10
12596,2961,618.27,2
12597,2929,3811.2200000000016,4
12598,2919,3023.079999999999,8
12599,2939,1032.5800000000006,7
12600,2938,2599.0400000000004,10
12601,3099,577.0600000000001,5
12602,2968,153.12000000000003,1
12603,2931,739.1999999999999,1
12604,2989,254.17999999999995,2
12607,2969,1579.51,1
12609,2987,1126.8500000000001,3
12610,2932,2099.540000000001,5
12611,2962,1193.32,1
12612,2983,704.0400000000001,1
12613,2966,3344.3799999999983,5
12614,3187,315.59999999999997,1
12615,2911,2291.1900000000005,4
12616,3004,713.3,2
12617,2938,355.5300000000002,1
12618,2931,177.31,1
12619,2925,3641.2400000000002,9
12620,2924,1339.4099999999999,3
12621,2911,13689.67,20
12622,3141,180.09999999999997,1
12623,3186,305.1,1
12624,3015,641.1300000000001,2
12625,3121,2683.8199999999997,2
12626,2932,6620.479999999998,9
12627,2920,4478.53,7
12628,2914,786.4599999999998,3
12630,2919,1270.8799999999999,2
12631,2967,640.5000000000002,1
12633,2968,2163.9799999999996,4
12635,2999,1689.18,2
12637,2977,6021.900000000001,8
12638,2943,671.69,1
12639,3148,486.1,1
12640,2933,1174.58,3
12641,3025,185.9,1
12642,2934,1013.26,3
12643,3038,3344.6400000000003,6
12644,3039,477.9100000000001,1
12645,2943,1775.1800000000005,4
12646,2914,1346.9700000000003,2
12647,2932,3722.820000000001,12
12648,3064,318.05,1
12649,3016,623.5099999999999,3
12650,2912,314.44,1
12651,3244,114.00000000000003,1
12652,3240,919.9799999999998,1
12653,3058,2209.8500000000004,2
12654,2920,601.98,5
12656,2927,4051.170000000002,5
12657,2920,1643.18,4
12658,2928,686.0500000000001,1
12659,2939,91.68,1
12660,2921,245.10000000000002,1
12662,2910,3849.7799999999984,11
12664,2917,4881.879999999999,9
12665,3234,63.0,1
12667,2967,620.13,1
12668,2921,3807.150000000002,4
12669,3060,2744.0300000000007,3
12670,2919,2996.0500000000006,5
12672,3239,225.9,1
12673,2915,610.52,2
12674,2948,1970.6000000000006,4
12676,2934,1331.3900000000006,6
12678,2952,17628.460000000003,12
12679,2968,1113.0200000000002,4
12680,2910,862.81,4
12681,2924,13787.54,22
12682,2913,12288.219999999998,31
12683,2913,8476.569999999998,15
12684,2917,2283.6299999999997,7
12685,2938,2863.0800000000004,6
12686,3281,89.14,1
12688,3023,4873.810000000005,1
12689,2935,1247.61,2
12690,3115,389.00999999999993,1
12691,2937,1035.8,6
12693,3036,855.9099999999997,4
12694,2980,869.6699999999998,2
12695,2917,582.1,4
12697,2938,957.5899999999999,3
12700,2917,4939.990000000006,4
12701,2989,797.7099999999999,2
12702,2929,219.0,1
12703,2980,283.54999999999995,1
12704,2917,2340.84,8
12705,2925,6868.290000000003,9
12707,3201,603.42,1
12708,2939,2712.9100000000008,10
12709,2924,9736.519999999991,15
12710,3006,1149.0200000000007,3
12712,2938,4396.129999999999,13
12713,2910,848.5499999999998,1
12714,2918,4708.859999999994,5
12715,3015,353.85999999999996,1
12716,2913,1053.4899999999996,2
12717,3060,1030.98,2
12718,2980,238.25000000000003,1
12719,2915,644.9499999999999,2
12720,2912,5781.730000000001,25
12721,2941,2656.130000000001,6
12722,2994,997.6299999999999,4
12723,2913,725.0699999999998,5
12724,2914,1031.4099999999999,4
12725,3280,427.79999999999995,1
12726,2938,2609.1000000000004,7
12727,2920,3980.7000000000003,7
12728,2980,836.3299999999999,4
12729,3023,453.0100000000001,1
12731,2933,18895.910000000003,12
12732,3089,236.2600000000001,1
12733,3143,383.95,1
12734,3262,110.39999999999999,1
12735,3225,779.5699999999998,2
12736,3242,234.00000000000003,1
12738,3281,155.35,1
12739,2988,1013.0400000000001,2
12740,2973,427.5999999999999,1
12743,3043,546.4299999999997,2
12744,2961,21279.289999999994,7
12747,2911,4196.010000000001,11
12748,2910,33719.730000000316,210
12749,2913,4090.880000000001,5
12750,3038,275.88,1
12752,2991,4366.779999999999,1
12753,2932,21429.39,6
12754,3145,3010.74,3
12755,3190,3811.9499999999994,2
12756,2996,112.08000000000001,1
12757,2925,7857.099999999999,13
12758,3026,2791.590000000001,2
12759,2961,1531.4400000000007,3
12762,2917,1898.5200000000004,2
12763,3048,494.08,2
12764,3226,1693.8800000000003,1
12766,2913,6989.629999999999,7
12769,3148,1143.6000000000001,1
12770,3120,1351.4499999999998,1
12772,2969,892.4700000000004,1
12775,2926,1386.0400000000004,5
12778,2929,822.2300000000001,6
12779,2947,3981.360000000003,8
12781,2973,826.7400000000001,2
12782,2914,2330.9200000000014,5
12783,2911,2225.91,6
12784,2918,574.42,2
12785,3274,311.95,1
12787,2919,463.65999999999997,3
12789,2975,91.85000000000001,1
12790,3102,324.9200000000001,1
12791,3283,192.60000000000002,1
12792,3166,400.54,1
12793,3244,545.48,2
12794,2962,860.4099999999999,2
12795,2928,430.4800000000001,1
12797,3275,254.03,1
12798,2919,6977.039999999999,3
12802,3096,427.5799999999999,1
12808,2946,483.65000000000015,3
12809,3087,489.31,1
12811,3170,514.85,3
12812,2954,229.63999999999993,1
12814,3011,125.92,1
12815,3057,1063.46,2
12816,3005,572.2,2
12817,3190,166.04,1
12818,3171,1542.08,1
12820,2912,942.3399999999999,4
12821,3123,92.72,1
12822,2980,948.8799999999999,2
12823,2984,1759.5,5
12824,2969,397.11999999999995,1
12826,2912,1474.7199999999993,7
12827,2915,430.15,3
12828,2912,1018.7100000000003,6
12829,3246,293.0,2
12830,2947,6814.640000000001,6
12831,3172,215.05,1
12832,2942,383.03000000000003,2
12833,3055,417.37999999999994,1
12834,3192,312.38,1
12836,2968,2612.8599999999988,4
12837,3082,134.1,1
12838,2943,683.1299999999994,2
12839,2912,5591.420000000003,14
12840,3053,2726.769999999999,4
12841,2914,4022.3499999999967,25
12842,2979,1118.99,2
12843,2975,1702.26,8
12844,2939,325.9599999999999,2
12845,3177,354.09000000000003,4
12847,2932,871.5399999999998,1
12849,2941,1050.8899999999999,2
12851,3006,135.17999999999995,1
12852,3204,311.54999999999995,1
12853,3044,1957.1,6
12854,2988,1324.5000000000007,3
12855,3282,38.1,1
12856,2917,2179.9300000000007,6
12857,3120,1106.4000000000003,2
12863,2962,521.2,1
12864,3048,147.12,1
12865,2935,1568.229999999999,2
12866,3193,559.1199999999999,1
12867,2935,4036.819999999996,7
12868,3095,1607.0600000000009,6
12871,2993,380.64000000000004,2
12872,3236,599.9699999999998,2
12873,3191,374.0,1
12875,3052,343.2300000000001,2
12876,2967,2218.0200000000004,2
12877,2913,1535.7700000000007,12
12878,3146,854.9899999999999,2
12879,2954,573.22,3
12881,3185,298.0,1
12882,2918,1463.0399999999995,2
12883,2934,703.4700000000001,4
12884,2998,309.05000000000007,1
12885,2973,1175.2199999999996,3
12886,2977,1378.4,2
12888,3123,354.12,2
12890,2933,380.46999999999997,1
12891,3095,331.0,3
12893,2940,188.14,1
12895,2952,372.79999999999995,2
12897,3114,216.5,2
12901,2918,17654.539999999997,28
12902,3174,138.68,1
12904,2927,509.57999999999976,2
12906,2921,2919.809999999999,5
12908,3085,750.0,2
12909,2949,2178.67,5
12910,2933,3075.0400000000013,8
12912,2912,1662.3,5
12913,2914,2483.6299999999997,5
12915,3058,363.65,2
12916,3048,3006.1500000000005,4
12917,3037,594.0,1
12919,2918,1335.1899999999998,6
12920,2926,164.23000000000002,1
12921,2918,16587.09000000002,37
12922,3070,405.38,1
12923,2973,176.97,1
12924,2998,933.7000000000003,4
12925,2914,694.0499999999998,2
12928,2945,2062.6999999999994,5
12929,3221,117.85000000000001,1
12930,2987,415.8,2
12931,2931,42055.95999999999,15
12933,2933,607.5299999999999,3
12935,2911,2160.6999999999994,7
12936,2926,1063.9000000000005,4
12937,2924,1504.2700000000004,4
12938,2935,114.14,1
12939,2973,11581.8,8
12940,2964,913.5400000000001,2
12942,3040,683.9000000000001,3
12944,2945,604.51,2
12945,3198,462.95000000000005,1
12947,3053,1603.9900000000002,6
12948,2925,2064.95,7
12949,2940,4167.220000000001,8
12950,2912,1843.0,3
12951,2918,1064.0700000000004,6
12952,2915,1387.7900000000004,4
12953,2919,329.84999999999997,1
12955,2910,4757.159999999999,11
12956,3215,108.07,1
12957,2919,4017.5400000000027,8
12962,2916,266.39000000000004,2
12963,2918,1856.6299999999997,8
12965,2998,771.9099999999996,1
12966,2919,160.18,1
12967,3267,1660.9,2
12968,3021,135.95,1
12970,2916,452.23999999999995,4
12971,2913,11189.909999999996,86
12974,3107,144.8,1
12976,3121,738.6,1
12977,3065,39.24,1
12980,3067,7374.900000000001,9
12981,2939,372.21999999999997,2
12982,3152,390.53999999999996,1
12984,2928,97.5,1
12985,2910,1239.38,2
12987,2983,558.7,2
12988,3201,535.32,1
12989,2912,6924.109999999996,15
12990,2941,409.50000000000006,3
12991,2932,503.76,2
12993,2932,414.75999999999993,4
12994,2913,974.42,3
12995,2994,211.32,1
12997,2931,1226.89,4
12999,3106,455.8799999999999,3
13000,3016,534.8500000000001,3
13001,2913,9818.820000000012,13
13002,3227,120.94999999999999,1
13003,3015,149.05,3
13004,2921,5655.91,18
13005,3083,513.7,2
13006,2966,81.57,1
13008,3233,229.47000000000003,1
13011,3281,50.550000000000004,1
13012,2919,1661.8400000000008,8
13013,2910,4810.9400000000005,13
13014,2920,3466.2799999999997,10
13015,2963,3346.2800000000016,5
13016,2983,789.8899999999996,3
13017,2916,204.0,1
13018,2926,7277.699999999997,28
13021,2913,2616.38,9
13023,2973,689.9000000000001,2
13026,2910,975.3599999999998,5
13027,3023,6912.0,6
13028,2932,661.32,2
13029,2940,1247.5,3
13030,2920,799.4800000000001,2
13032,2961,1010.1799999999997,2
13033,3267,190.54999999999998,1
13034,2964,642.77,2
13035,2983,921.8800000000002,2
13037,3047,881.07,3
13038,2989,908.46,3
13040,2918,676.9900000000001,2
13043,3182,516.4200000000001,1
13044,3200,560.4700000000001,1
13045,3008,305.28,1
13046,2940,629.31,2
13047,2941,3237.540000000001,10
13048,2924,1835.9099999999994,4
13049,2973,656.6800000000002,2
13050,2924,5836.86,17
13052,3122,348.15000000000003,1
13055,2988,1214.41,3
13058,2934,271.4,3
13059,3159,183.4,1
13060,3163,307.53000000000003,1
13061,2981,248.61,1
13062,3100,346.98,1
13064,2922,1119.4900000000005,4
13065,3282,205.85999999999999,1
13066,2934,470.80000000000007,2
13067,2992,115.46000000000002,1
13068,2919,344.0,2
13069,2910,4436.119999999994,24
13070,3102,228.8,1
13072,3176,177.14999999999998,1
13075,3039,919.61,1
13077,2910,729.2700000000001,4
13078,2912,12627.94,26
13079,2913,220.09999999999997,5
13080,3088,58.08,1
13081,2921,28337.38000000005,11
13082,3035,3613.6300000000006,9
13083,2913,303.75,2
13085,3067,416.08000000000004,2
13089,2912,58825.83000000013,97
13090,2918,8910.82,14
13091,2937,345.82,1
13092,2980,477.83,5
13093,3185,7832.469999999998,8
13094,2931,1927.3200000000002,12
13095,2980,74.4,1
13097,2942,6010.419999999994,10
13098,2911,28882.440000000013,28
13099,3008,207.35999999999999,1
13101,3143,101.18999999999998,1
13102,2911,6424.090000000001,24
13103,2949,243.94,1
13104,2913,1098.48,6
13106,3042,76.5,1
13107,2953,1531.6200000000003,4
13108,3282,350.05999999999995,1
13109,2969,786.5400000000001,2
13110,2940,1488.6700000000012,7
13113,2910,12245.960000000003,24
13115,2921,2294.7800000000007,4
13116,3047,501.14000000000004,1
13117,2931,984.9099999999996,8
13118,2929,1197.8099999999995,5
13120,3148,30.599999999999998,1
13121,3178,283.7299999999999,1
13122,3003,922.3900000000002,2
13124,2999,3866.3299999999977,3
13126,2914,2099.6399999999994,8
13127,2987,259.16999999999996,1
13130,3003,64.0,1
13131,2933,1073.2999999999997,3
13132,3171,77.3,1
13133,3183,109.80000000000001,2
13134,2995,1793.58,4
13135,3106,3096.0,1
13136,2966,2607.6099999999997,5
13137,2920,3650.409999999999,8
13138,2931,962.3900000000001,6
13139,2926,5064.940000000003,7
13140,3017,423.71999999999997,3
13141,2994,2388.7499999999995,5
13142,2928,307.0899999999999,1
13144,3242,110.94999999999999,1
13145,2949,618.52,4
13146,2935,228.91,1
13147,2920,712.8000000000001,4
13148,2938,3707.120000000001,12
13149,2924,1676.0599999999997,4
13151,3205,1257.8700000000003,1
13153,2915,486.22,1
13155,2942,971.76,4
13157,2959,1741.2199999999991,4
13158,3004,1201.0600000000004,4
13159,2918,1437.8500000000006,4
13160,2932,91.8,1
13161,3223,112.75,1
13162,3031,1688.2899999999995,4
13165,2955,1021.4799999999999,2
13166,3192,417.19999999999993,1
13167,2928,791.3300000000002,4
13168,2946,1319.19,4
13169,2973,712.88,2
13170,2936,116.01000000000002,1
13171,2931,468.4099999999999,3
13173,2913,353.65000000000003,2
13174,2925,2817.0300000000007,3
13176,2955,492.8400000000001,1
13177,2974,282.45,1
13178,2935,5725.470000000003,11
13182,2955,121.17999999999999,1
13183,2917,3957.7800000000016,9
13184,2924,1701.2900000000009,10
13185,3177,71.4,1
13186,2949,1575.8900000000003,3
13187,3246,236.01999999999995,1
13188,2920,114.60000000000001,1
13189,2928,260.68,2
13192,3005,911.9400000000002,2
13193,2970,117.88000000000001,1
13194,3045,60.7,1
13196,2921,1797.78,4
13198,2919,3401.239999999997,6
13199,2913,9817.120000000003,38
13200,2928,870.09,4
13203,2919,869.4599999999999,4
13207,2924,250.26000000000002,2
13208,2968,1223.8999999999999,6
13209,2940,5891.609999999999,8
13210,3003,353.47999999999996,1
13211,2919,1197.4199999999998,3
13212,2929,788.0799999999998,3
13213,2966,1520.5800000000004,5
13216,3177,333.74,1
13217,3031,533.98,3
13218,3036,62.64,1
13220,2988,819.29,4
13221,3149,847.4100000000001,2
13223,3110,163.20000000000002,2
13224,2969,2155.9499999999994,2
13225,2913,6463.840000000002,7
13226,3182,108.21000000000001,1
13227,3111,257.7,1
13228,2991,358.0,1
13229,3135,160.95,1
13230,2913,2806.9700000000007,14
13232,2922,1357.6000000000015,7
13233,2984,605.1200000000001,2
13235,3121,1031.0699999999997,1
13236,2934,744.8500000000003,2
13238,2926,700.7300000000001,4
13239,3171,329.56,1
13240,3006,663.6500000000001,4
13242,3022,270.40000000000003,3
13243,3113,600.07,1
13244,3002,121.74000000000001,1
13245,2960,430.5,1
13246,2927,1987.3000000000009,6
13247,2927,501.12,4
13248,3034,465.6799999999999,2
13249,3002,711.41,3
13253,3066,1030.3999999999999,2
13255,2919,399.51,2
13256,2923,0.0,1
13258,2921,698.5799999999999,3
13259,2971,292.3199999999999,1
13260,2971,557.6200000000001,1
13261,3178,944.1,2
13262,3172,200.29000000000002,1
13263,2911,7454.069999999956,35
13265,2962,2107.6600000000008,5
13266,2920,3834.26,12
13267,2912,4521.490000000001,19
13268,2927,3214.6899999999996,11
13269,2910,5346.23,15
13270,3275,590.0,1
13271,2946,217.3799999999999,1
13272,2941,276.56000000000006,2
13273,3023,138.97999999999996,1
13276,2973,590.93,2
13277,2925,258.4,4
13278,2950,542.73,1
13279,2987,137.75,1
13280,3032,814.8600000000001,3
13282,2927,1132.1399999999999,3
13283,2969,93.66,2
13284,3240,201.19,1
13285,2933,2709.1200000000003,4
13291,3065,361.10999999999996,1
13292,2948,578.9399999999999,2
13294,3099,873.7399999999998,2
13295,3269,201.2,1
13296,3047,87.4,1
13297,2917,2089.8500000000004,4
13298,2911,360.0,1
13299,3178,142.5,1
13300,3079,371.89000000000004,1
13301,3013,618.0899999999998,4
13302,3064,63.75,1
13304,3260,300.4199999999999,1
13305,2913,2000.8599999999992,10
13307,3029,15.0,1
13308,2932,1385.51,3
13309,2916,1456.7899999999993,5
13310,2937,1132.0300000000002,3
13311,2914,598.57,2
13313,2931,1555.3199999999993,5
13314,2911,775.9400000000002,3
13316,2947,5977.730000000001,4
13317,2976,2273.679999999999,6
13318,2910,640.76,3
13319,2915,10845.549999999988,26
13320,2987,1548.7000000000003,4
13321,2981,567.36,2
13322,2927,199.48,1
13323,2912,787.85,5
13324,2945,7121.949999999994,10
13325,2991,675.3,1
13327,2948,3627.769999999998,8
13328,3225,1308.48,1
13329,2941,789.0,2
13330,3002,1140.9299999999996,3
13332,2924,350.9,1
13334,2991,3536.819999999998,3
13336,2987,795.12,1
13338,3067,487.02,1
13339,3110,860.1200000000002,1
13340,2955,10736.47999999999,7
13341,3170,775.8499999999999,1
13343,3087,353.43,1
13344,2977,2543.720000000002,3
13345,3197,389.50000000000006,1
13347,2980,341.36,1
13348,2973,233.76,1
13349,2920,247.31999999999996,1
13350,2925,979.1199999999999,2
13351,2976,373.94,1
13352,2970,397.9800000000001,1
13354,2981,743.5300000000003,1
13355,3031,674.7,1
13356,2989,768.2400000000001,1
13357,3167,609.9500000000002,1
13358,3178,439.03000000000003,1
13359,2973,439.55999999999995,1
13362,2918,3090.7399999999984,4
13363,2927,992.5000000000002,2
13364,2980,134.96,1
13365,2943,2225.3700000000013,2
13366,2960,56.160000000000004,1
13368,3166,623.4,2
13369,3275,308.28000000000003,1
13370,3281,754.8700000000003,1
13372,2999,378.64,1
13373,2970,3312.2500000000005,3
13375,2998,778.6499999999997,1
13376,3008,1019.7600000000003,3
13379,2936,572.5599999999997,3
13381,2941,3639.3100000000004,6
13382,3190,222.99,1
13384,2940,4151.929999999999,7
13385,3239,534.5700000000002,1
13388,3041,677.1000000000001,2
13389,2921,797.96,3
13390,2984,544.0799999999999,1
13391,3113,59.8,1
13394,2911,2520.0199999999995,8
13395,3094,307.72,1
13396,2938,1360.9899999999998,2
13397,2982,1544.1299999999997,5
13398,3102,457.3400000000001,1
13402,3036,621.2300000000002,2
13403,2927,75.0,1
13404,2910,252.48999999999998,2
13405,2983,572.4509999999999,3
13408,2911,28117.039999999983,62
13410,2933,1003.0600000000001,5
13411,3017,213.55000000000004,1
13414,3043,1390.5,3
13416,2953,712.5000000000001,2
13417,2914,640.83,2
13418,2921,6127.429999999998,18
13419,2973,221.05999999999995,1
13420,3059,159.85,2
13421,2950,1851.0799999999995,2
13422,2974,2626.3000000000006,1
13425,3017,1624.2099999999998,3
13426,2910,3641.3199999999974,10
13427,2929,582.6,3
13428,2920,218.46999999999994,1
13429,2920,1006.8000000000001,4
13430,2928,679.45,2
13431,2977,1269.0999999999995,2
13434,2983,534.24,2
13435,2914,3809.89,7
13436,2911,196.88999999999996,1
13437,2924,3408.0599999999995,7
13439,3165,283.71,1
13441,3001,296.64000000000004,1
13447,2933,1129.14,3
13448,2926,3539.370000000002,6
13449,2933,291.88,1
13450,2936,2043.7200000000003,6
13451,2935,2976.149999999999,5
13452,3169,590.0,2
13453,3075,356.98,2
13455,2934,1058.34,2
13456,2927,1766.7199999999998,6
13458,2916,9646.570000000002,14
13460,2938,183.44,2
13461,2948,1445.0000000000002,3
13462,3162,151.5,1
13464,2967,674.6800000000002,1
13466,3093,307.90000000000003,1
13467,2920,1083.71,2
13468,2911,5704.970000000001,37
13470,3008,165.0,2
13471,2910,2531.579999999998,4
13473,2970,422.64,2
13474,3146,229.58999999999997,1
13475,3101,1431.7800000000009,4
13476,3088,1238.4699999999998,2
13477,2947,1454.579999999999,6
13479,3110,300.95,2
13481,2955,1804.5599999999993,5
13482,3141,184.64,1
13483,2975,140.34000000000003,1
13484,3150,313.79999999999995,1
13485,3143,454.24,1
13486,2988,1122.4099999999999,3
13487,2967,575.4000000000001,3
13488,2926,8968.309999999996,13
13489,3015,449.52,4
13491,2961,1215.82,10
13492,3046,1269.8400000000006,3
13493,3184,618.63,2
13494,3221,316.26,1
13495,2917,2044.8699999999997,5
13496,2920,653.3299999999999,2
13497,3192,348.04999999999995,2
13499,2927,1159.11,5
13500,2932,1166.7700000000002,3
13501,3197,1340.3199999999997,1
13502,2926,292.0,3
13503,2981,216.84999999999997,1
13504,2974,295.93,1
13505,2982,4393.629999999999,4
13506,3226,458.52000000000004,2
13507,2913,2479.159999999999,4
13508,3153,110.97,1
13509,2918,979.7200000000001,7
13510,2911,1791.5599999999984,4
13512,3170,251.20999999999998,1
13513,3036,205.09999999999997,1
13514,2983,152.20000000000002,1
13515,2982,891.1200000000002,4
13516,2931,1389.4100000000003,3
13517,2969,2128.42,3
13518,2995,659.4399999999998,1
13519,2987,122.75,1
13520,2968,3624.349999999999,6
13521,2911,1093.6500000000003,3
13522,2939,125.80000000000001,1
13523,2942,3964.8800000000006,5
13524,2950,680.1800000000001,5
13525,2924,628.78,2
13527,2943,2287.5100000000007,7
13529,2988,307.76,2
13531,3114,483.8000000000001,2
13532,2943,210.30999999999983,1
13533,3092,270.79000000000013,3
13534,2911,5870.080000000015,25
13536,2910,3448.2899999999986,7
13538,2952,1280.85,7
13539,2995,631.3400000000001,3
13544,2949,291.4099999999999,2
13546,2921,626.9899999999999,3
13548,3005,682.41,2
13549,2935,918.1999999999998,7
13551,3228,91.80000000000001,1
13552,2975,3740.070000000001,12
13555,2983,4149.2800000000025,4
13557,2937,584.0600000000001,2
13558,2915,605.0599999999998,4
13560,2917,174.37000000000003,1
13561,3125,141.86,1
13562,2991,1799.3299999999988,3
13563,2993,777.5300000000001,2
13564,3053,1749.0200000000004,3
13565,2928,240.22000000000006,2
13566,2950,874.7099999999997,2
13568,3082,192.85000000000005,1
13569,2927,373.74999999999994,2
13570,3153,239.49000000000004,1
13571,2922,2092.32,12
13572,3115,1384.25,1
13573,2959,294.4,2
13575,2933,732.0699999999997,5
13576,2919,6717.340000000001,18
13577,2934,1687.5999999999988,4
13579,2924,467.03999999999996,2
13581,3218,117.99999999999999,1
13583,3065,781.0300000000002,1
13584,3216,142.40000000000003,1
13587,2973,712.4,1
13588,2925,2478.949999999998,9
13589,2924,379.65000000000003,2
13590,2921,1981.9199999999994,6
13591,2974,1117.1300000000003,3
13592,2945,247.95999999999995,4
13593,3018,2037.0800000000008,5
